product,list_price,average_rating,user_rating,user,location,athleticType,ageRange,bodyType,like,not_like,fit,title,datePublished,text,responseDate,response,helpfulYes,helpfulNo
"T.H.E. Short
9"" Updated",68,2.8 out of 5,5 out of 5,ORLANDORUNNER,"ORLANDO, FL, USA",SWEATY GENERALIST,55-65,LEAN,"fit, fabric, pocket position",waist positioning,,Best Shorts Out There,7/18/18,Very nice pair of shorts. Very comfortable and the pocket on the right hip allows me to carry my phone with me and it is not bulky feeling in my pocket.,,,0,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,1 out of 5,BBOYHARD,,,,,,liner is to short,,Terrible Liner,7/10/18,"I own a couple pairs of the original THE Shorts with Luxtreme liner and loved them. Then i bought a pair of these in store to see how they fit and feel. The updated liner is so much worse, its to short and rides up and needs constant adjusting.
They also removed the phone pocket on the right side which was very annoying to me, but since the liner is so short I dont use the pocket anymore as I dont want to flash people at the gym",,,0,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,2 out of 5,MARKSTL,"MISSOURI, USA",SWEATY GENERALIST,35-44,ATHLETIC,"quality of material, color","liner length, liner rides up terribly",,My first pair of Lululemon - not what I was hoping for.,7/6/18,"I have been wanting to try a pair of Lululemon shorts for a while, I just couldn’t bring myself to spend $70 on a pair of gym shorts. I finally decided to do it and this is what I get for not reading reviews.",6-Jul-18,"Thanks for taking the time to share your thoughts on T.H.E. Short 9"" *Updated.
I'm sorry to hear of the rising liner that you're experiencing in your shorts and can understand why you're not pleased. We hear what a frustrating experience this must be and have sent an email your way so we can do some digging into this.",1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,2 out of 5,LARRYT,,RUNNER,35-44,LEAN,fabric update,"shorter liner, pouch, left-hand only phone pocket, higher phone pocket",,"Good fabric update, liner too short, other updates don't make sense",6/28/18,"The original THE shorts were game-changers for my running and working out, and I love them. Like many other reviewers, I was disappointed when I picked up a pair of the updated THEs, primarily because the liner is too short and creeps a lot during running/working out. Here is a summary of the other differences I noticed in the updated version:",28-Jun-18,"Hey LarryT,

Thanks for taking the time to pass along some feedback on the T.H.E. Short 9"" *Updated. I'm sorry to hear the new liner updates and length aren't working out for you. Keep an eye out for an email headed your way. Chat soon!",1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,1 out of 5,NAPLESYOGI,"NAPLES, FL, USA",YOGI,55-65,ATHLETIC,,new liner,,I really tried to like the updated short . . . .,6/24/18,"I have over a dozen T.H.E. shorts with the luxtreme liner, and could not be happier with their fit and comfort. However, the new updated short is an extreme disappointment.
The liner is too tight, too small, and too short. I am a fit yogi with 33"" waist wearing a size large in these shorts (normally wear medium), and the liner is constantly moving and creeping up where it needs to be adjusted constantly and continuously during my yoga practice. I tried wearing them a few times to practice to see if I could get used to them, but it is a losing proposition. One cannot partake in yoga with a liner that will not let you move thru your flow. The luxtreme liner is far superior, never a need to adjust during yoga, with ultimate comfort.
Other issues, the side pocket seems smaller, items do not fit comfortably like previous shorts. Also, pocket on liner is difficult to place phone into, not as secure as previous shorts.
All in all a great disappointment. I regret their purchase.
Please bring back the former shorts.",26-Jun-18,"Dear Naplesyogi,

Thanks for making time to leave a detailed review of your experience with T.H.E. Short 9"" *Updated. We completely understand why you're disappointed with this and we'd love to help turn this around.

We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. We want you to know, feedback is at the heart of everything we and we have submitted your specific feedback regarding the new liner to our design team.

We have sent you an email outlining a few options.",1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,2 out of 5,SECRETIXI,,,,,"looks, color",extremely tight liner,second skin,Liner is way too tight,6/13/18,"I own about 2 pairs of pace breaker shorts, 1 with a liner which I think is very comfortable. I also own 2 pairs of T.H.E. Shorts including this one with a liner. The updated version of these shorts is way too short and tight. I thought by wearing it a couple of times I could get used to it. After 3 times of use though, I just find these unwearable because the liner is just way too uncomfortable. They are extremely tight and short. I am highly disappointed because all of my other products fit great. I bought these shorts because they were white which is a color I wanted to add to my collection, but I regret buying these.",14-Jun-18,"Hi secretixi,
We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,1 out of 5,FSTENOUGHSNOOPY,KANSAS,RUNNER,35-44,,color,"liner, fit",,Not for running,6/12/18,"I own over 10 pairs of Lululemon Pace Breakers. I have ran over 7 marathons and 1 ultra in them. Never had any issue besides minor slippage during a very hot race. I decided to try these after a recommendation from a local educator. The ""new"" liner is not good. It is too short and moves around alot. Also the seams are not as smooth as the ""old"" liner in the Pace Breakers and causes chafing quickly even with anti-chafe products. I will be searching out some of the ""old"" liner Pace Breakers to run in and will stock up because I cannot imagine running any of the races in these. I wil Lululemon would make some Men's running shorts with good gel pockets, no gimmicky shirt straps or anything. Just places to store supplies while putting in the miles.",13-Jun-18,"Hey fstenoughsnoopy,

Thank you for taking the time to share your feedback with us. Oh no, I'm sorry to hear your gear isn't performing as expected—I can understand the disappointment. We'll be following up via email to discuss this further. Speak soon!",1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,1 out of 5,ZC15,"CHICAGO, IL, USA",SWEATY GENERALIST,25-34,ATHLETIC,,"comfort, fit",tight,Dissapointed,6/12/18,"I currently own around twenty items of Lululemon clothing. I have never been disappointed with a product until I purchased these shorts. I have multiple pairs of other versions of the short (Luxtreme liner is my favorite). But with this new updated version I am so focused on the lack of comfort of these shorts that I am distracted during my workout. I have to pull on the liner that rides up every single set, I am looking forward to the end of the workout to take these shorts off. Like i previously stated I love every other article of Lululemon clothing I own, and love the wonderful customer service.",12-Jun-18,"Hi ZC15,
Thanks for taking the time to share this feedback. We stand behind our gear and want to ensure that it's performing for you. I'm sorry to hear that's not the case. Keep an eye on your inbox for an email with some solutions.",1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,2 out of 5,NATEGR,"SAN DIEGO, CA, USA",RUNNER,25-34,ATHLETIC,,liner,snug,Really Disappointed In Liner Choice For Updated Shorts,6/8/18,"Please know this...I am a huge fan of lululemon. I'm a former collegiate soccer player who continues to run and stay active. I'm 5' 11'' and I'd say I'm in about the same shape I was in college almost 10 years ago. All the previous shorts I've purchased from lululemon had the LUXTREME liner, which I LOVED! However, this new liner, OOM (Out Of Mind) I am NOT a fan of. The convenience of having a built-in-liner is so that you can just grab your shorts and get going. But this liner is made of mostly mesh, it rides up my legs, and is NOT comfortable for all the athletic activities that I perform. Lululemon does offer a T.H.E. Short with a luxtreme liner, but they are all sold out. I wonder why...Anyhow, I wouldn't recommend the newly updated shorts, and I'm hoping I can return these ones.",8-Jun-18,"Dear NateGr,

Thanks for making time to share your experience with T.H.E. Short 9"" *Updated. I completely understand why you're disappointed with this and I'd love to help turn this around.

We want you to know, feedback is at the heart of everything we do, and we'd love to make this experience right for you. We have sent you an email outlining a few options.",1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,1 out of 5,KOPJAKE,,,25-34,MUSCULAR,,,,TERRIBLE Update,6/4/18,"Disappointed to here that the Luxtreme lined version was no longer being made (at least not in new/seasonal colors), I was told that this was the replacement and should perform the same. This couldn't be further from the truth - the liner is more of a mesh liner instead of the compression tight that was previously used. The new mesh liner doesn't stay in place and rides up to the point of being extremely uncomfortable. If you're used to and loved the Luxtreme Liner as much as I do, do NOT buy these. PLEASE PLEASE PLEASE bring the previous version back, Lulu!",6-Jun-18,"Hey KOPjake,

We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.",1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,5 out of 5,RUNNERCYCLIST,TORONTO,RUNNER,25-34,LEAN,"new liner, fit",not enough colours,,Awesome Shorts,6/1/18,"These shorts are excellent. I like them so much that after I bought one pair I ordered two more - I wear them all the time when I'm not at work. The liner also feels terrific and isn't quite as 'heavy' as the previous iteration.
Only complaint is there aren't enough 'bright' colours ,",,,1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,4 out of 5,PTBRAN,TORONTO CANADA,SWEATY GENERALIST,25-34,ATHLETIC,,,,Workout Changing Shorts,5/6/18,"Ive been a Lululemon guy for awhile now and these shorts are just as awesome as my last pair. They feel great, look great and work well with my lifestyle. If you're active or not, id recommend getting a pair of these shorts",,,1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,4 out of 5,THISISFUN,"GRANVILLE, OH, USA",SWEATY GENERALIST,45-54,ATHLETIC,"great liner, love the waistband, perfect length",runs small,,"Be Careful On Size...otherwise, Awesome Shorts!",5/3/18,"The reason I have an entire closet of Lululemon shorts, shirts and pants is due to the consistency in sizing. Until now I have always known that the size I wear will be the same fit no matter what item I selected. Not the case with these shorts. I had to go up a size to get the same fit as my other Lulu shorts. Once I exchanged them for the proper fitting shorts...game on! These are great shorts!",,,1,0
"T.H.E. Short
9"" Updated",68,2.8 out of 5,4 out of 5,TEXASRUNNER93,"HOUSTON, TX, USA",RUNNER,18-24,LEAN,"fit, light","not tight enough, liner does not go down for enough",,"Great fit, almost a hybrid the pace breaker and luxtreme liner.",4/23/18,"They are really comfortable and good for exercising in. I don't know if you would like them if you are running with a phone in your pocket as I do. The luxtreme seemed to be the best short for running in since they were tighter and seemed to be more conformed to your legs. I do like them but I wish they were not taking away the luxtreme liner as I would prefer the liner in those, but I love the lightness in the new T.H.E. shorts.",,,1,0
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,ELCAPTAIN24,"NEW YORK, NY, USA",SWEATY GENERALIST,25-34,ATHLETIC,"material, colors, feel, soft, silverescent",fit,,Awesome shirt,7/12/18,Love the feel and material of all the Metal vent tech. Sometimes the fit isn't perfect for every body style. Can be a little wide in the mid-section for an athletic fit if you size up for your shoulder's/arms. Otherwise the wear and material and second to none. These shirts last forever if you treat them as instructed by Lululemon.,,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,MOE3,"TROY, MI, USA",SWEATY GENERALIST,25-34,MUSCULAR,"fit, look, sleeve",,,Love,6/22/18,The fit is amazing! i see a lot of complaints about the sleeves but they're PerfeCt length any shorter and it'd be too short. Great fit! I don't have to recommend these to anyone. Any time i wear one i get compliments and almost always asked what brand it is.i also own LS Henley and i love those too just waiting on some more colors!,,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,3 out of 5,DAN3,,,18-24,SLIM,,,,Nice colors,4/19/18,"Love the newer spring colors but the sizing on these shirts are so inconsistent. For me, the chest and forearm area are way too tight. I need a little room to breathe! If those issues were resolved this would be perfect.",,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,TIMMY2,,,,,,,,Poor Fitting,3/26/18,I had high hopes for this shirt as the short sleeve version is great. Sadly I was left disappointed as the fits was completely different. The chest is much bigger and the sleeves are extremely long. It also didn't help that the sleeves on the shirt were different lengths with one side being 2 inches longer than the other. This is not what I expected based on my experience with the other products I own as well as the price you pay for the shirt.,26-Mar-18,"Hey TIMMY2,
Thank you for taking the time to review the Metal Vent Tech Long Sleeve. We want you to know, feedback is at the heart of everything we do and we'd love to make this experience right for you. Give us a call at our Guest Education Centre (1.877.263.9300) or jump on Live Chat to speak directly with an educator. We look forward to speaking with you soon!",0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,LEEBO,,,,,color,quality,,Poor quality,3/20/18,Great fit and color but the quality is super poor! Especially for the price! I have some $10 longsleeves from Amazon that lasted way longer. Lots of pilling especially with any velcro. I also got a tear in the shoulder from barbell contact. Unfortunate because the grape color is great. But at this price it's just not worth it for a shirt that lasts 6 months. Bummer.,20-Mar-18,"Hey leebo,
Thank you for taking the time to share your feedback with us. We hear your disappointment with the pilling you’ve noticed on your Metal Vent Tech Long Sleeve and would love to help turn this around. We'll be following up via email to discuss this further. Speak soon!",0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,SWEATYPALMS,USA,SWEATY GENERALIST,18-24,ATHLETIC,"comfort, cut, anti-stink","durability, length of sleeves",,"Comfortable material, poor durability.",2/7/18,I purchased this shirt a few months ago and have washed it a handful of times since then.,7-Feb-18,"Hi SweatyPalms,
We’re sorry to hear that your shirt isn't holding up as expected. Please give our GEC a call at 1.877.263.9300 to chat through some options.",0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,CAYJAY,"MEMPHIS, TN, USA",RUNNER,25-34,SLIM,,,,Nice fitting shirt!,1/12/18,Hubby really likes this shirt! The fabric is nice and breathes well.,,,0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,4 out of 5,GABBYY,,,,LEAN,,,,nice style,1/3/18,"I have the black/white one and i know this is not true of all of them but this material is the thickest ive had on any metal vent long sleeve (which is odd that different colors have different materials/fit). Very comfortable and although after one wash, the collar had pilling i will keep it due to the nice color.... also PLEASE make an all white long sleeve metal vent tech! My friends and I are waiting to snag those!",3-Jan-18,"Hey Gabbyy,
We hear your disappointment with the pilling on your gear and would like to chat some more. An email is coming your way so we can follow up and help.
Chat soon.",0,0
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,AUDERPOP,"SAINT GEORGE, UT",SWEATY GENERALIST,35-44,ATHLETIC,,,,Terrible colors and terrible fit,12/27/17,"Lulu just isn't the company that it used to be. When ordering this shirt I thought it would be a little lighter than it appears online. All of the color options are poor and the fit, fabrics and and stitching have all been cheapened over the years.",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,MATTZ,NORTH EAST USA,SWEATY GENERALIST,18-24,ATHLETIC,,,,"Comfortable, but wont last",12/26/17,"I had this shirt for a year. the fabric gets thinner and thinner eventually leading to runs and holes. I had this shirt custom screen printed for a school athletic team with my initials and team name on it. we had won state races and championships showing up in this shirt. after sending in pictures of the holes in the shirt, lulu stated I had to send it for them to actually do anything about it, but the shirt has too much sentimental value. ill just throw in the back of my closet and stay away from these shirts, you should too",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,SOXMIKE,"INDIANA, USA",SWEATY GENERALIST,18-24,ATHLETIC,"comfortable, stretchy, anti-odor",,,Most comfortable shirt I've ever owned,12/12/17,I have had this shirt for three weeks now and it is the most worn shirt I have. The anti-stink definitely works too because I haven't washed it since buying it because I do not want to go a day without wearing it. Awesome shirt.,,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,LCS1990,"TAMPA, FL, USA",SWEATY GENERALIST,25-34,ATHLETIC,,,,Not worth the price,11/27/17,"So I bought my boyfriend this shirt because he had 2 already that fit perfect but when he put this one on, the sleeves were really bunched up at his wrists and almost go passed his fingertips if he pulls them over his hands. The Lululemon store we took it to said they only hem pants and the bottoms of the shirts. If I'm paying $80 for a shirt, I expect it to fit right or at least expect Lulu to hem the sleeves for me.",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,HERSH123,"CHICAGO, IL, USA",RUNNER,35-44,SLIM,,,,collar pilling after 2 washes,11/14/17,"I have a few of these shirts in short sleeve and love them. However, this shirt started pilling at the collar after just 2 washes. All of the care instructions were followed.",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,DAVARMC,"DETROIT, MI, USA",RUNNER,18-24,SLIM,,,,Great quality shirt!,10/9/17,I've worn this shirt plenty of times and I absolutely love it. It fits perfect and I have had no problems with what so ever. Will be purchasing more in different colors!,,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,RYAND084,"IRVINE, CA, USA",SWEATY GENERALIST,35-44,LEAN,"fit, anti stink, color","color changing after a couple months., price",,"Love it, But, whats happening to the color?",9/12/17,"I love this shirt! I wear it all the time, comfortable, nice stretch and it really keeps the stink away. I want to get a couple more BUT... It's a couple months old and it's starting to change colors. I love that its a dark Navy, but for some reason the shoulders are getting a weird yellow gold color, almost like it's fading. It's only been washed like 5 times. Like I said I want to love it, but it's kind of pricey, especially if it doesn't last.",13-Sep-17,"Hey RyanD084,
Thanks for taking the time to share your feedback. I would love to chat more about the discolouration you’re experiencing so we can help turn your experience around. Keep your eye out for a follow up email so we can continue this conversation.
-Stacey",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,3 out of 5,JOHNP,"BOSTON, MA, USA",RUNNER,25-34,LEAN,look,quality,,Poor Quality,8/27/17,"After going through a few wash cycles, holes appeared in various locations on the shirt. Not what you expect when spending $80 on a shirt. Besides that, it was very comfortable.",28-Aug-17,"Hey JohnP,
Thanks so much for sharing your thoughts with us today. We stand behind the quality of our gear and will be following up with some solutions via email.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,4 out of 5,VICSD,"SAN DIEGO, CA, USA",,35-44,ATHLETIC,"softness, material",flimsy in black,,Black shirt of poorer quality than other colors ?,8/11/17,"I've been a huge fan of Lululemon's metal vent tech shirts for a long time. I think they are amazing workout shirts. I own four of these in long sleeves, 2 in blue, a grey and a black. The blue ones and the grey one are solid. However, it seems to me that the black one is not made of the same material as many small holes started to appear in different places. I tried in vain to return the black shirt to my local Lululemon store (I was way past the two-week return window to be honest) but the clerk refused to admit that the black metal vent tech shirts were somehow different and more delicate than the other colors... Bottom line: great shirts, but not in black.",14-Aug-17,"Hey VicSD,
Sorry to hear about the troubles with your Metal Vent Tech Long Sleeve. We would love to get a bit more information on your experience and look into some options. Keep an eye out for an email coming your way.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,4 out of 5,JOBEGOOD,SAN DIEGO,SWEATY GENERALIST,25-34,ATHLETIC,great fit,not a training top,,Great fit but this is not a training top.,8/4/17,"This long sleeve fits me perfectly: I'm 5'10 lean, 160lbs and very athletic.",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,ARHODES27,"TAMPA, FL, USA",SWEATY GENERALIST,18-24,ATHLETIC,,,,Sleeves too long,7/2/17,"First off, I just want to say how much I love this shirt. I have 2 and one fits perfect but the other one, the sleeves are about 4 inches too long. The other day, I went to the nearest Lulu store and asked if they could hem the sleeves because I have had pants hemmed there before. The manager told me they can only do pants and the bottom of the shirt and that I need to take the shirt to a seamstress ,myself, which I am perfectly capable of, but I wasn't planning on paying for it. So I'm stuck with a shirt that bunches up a lot by my wrists. I will definitely continue to shop at Lulu though because I love the quality and comfort of your clothing.",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,3 out of 5,JULYCON,NEW YORK,RUNNER,18-24,SLIM,fit,quality,,Great at first,7/2/17,"I bought this shirt a few weeks ago. I was very pleased with how well it fit and how comfortable it was. I wore it to the gym maybe 5 or 6 times and washed it after every session. When going to the gym, I noticed a small hole on the back side. Very disappointed as I have quite a few work out shirts from Lulu that work great. I don't have a receipt and my local store is hours away and won't take it back. Otherwise, comfortable shirt, but upset I pretty much lost $80. Maybe got one of a bad batch.",4-Jul-17,"Hi julycon,
Thank you for taking the time to share your feedback. I'm sorry to hear that your shirt isn't holding up as expected. We stand by the quality of our gear and I'd like to make this right. Keep an eye on your inbox, as I'll be reaching out shortly to get the ball rolling on a solution for you.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,JD112,"SARASOTA, FL",RUNNER,35-44,,lightweight cool fits well,quality,,"Great shirt, but poor quality",6/15/17,"I bought this shirt for my husband, and he loved it at first. However, after the first or second wash, he noticed a small hole in the front. The quality of this $78 shirt is very poor. When you can buy a shirt for half the price somewhere else, and it will hold up for years, it's difficult to justify spending that kind of money on a shirt that starts to fall apart so quickly. He is quite disappointed. as am I. If the shirt hadn't gotten a hole-it would've definitely been a five star rating.",15-Jun-17,"Hi jd112,
Thank you for taking the time to share your feedback. I'm sorry to hear that your husband's gear wasn't able to keep up with him. We stand by the quality of our gear and I'd like to make this right. Keep an eye on your inbox, as I'll be reaching out shortly to get the ball rolling on a solution for you.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,BONJO7,"BOULDER, CO, USA",SWEATY GENERALIST,18-24,MUSCULAR,,,,Hole in back,5/26/17,"I just got this shirt in grey and the fit is totally different than my other metal vents. The neck and sleeves are loose and baggy. And there is a hole in the upper part of the back, which I assume is from the barbell, I thought this shirt was made for working out? I took it into my local store and they said they would stitch up the hole, so now I am left with a poor-fitting $78 shirt with visible stitching under the logo. I do not think that is the definition of ""standing behind the quality of our gear""",26-May-17,"Hey BONJO7,
Thanks for taking the time to share your thoughts on the quality of our gear. We hear your disappointment and would like to dig into this with you. Due to the delicate nature of your Metal Vent Tech LS, abrasive surfaces such as barbells and dumbbells can cause quality issues such as holes and pilling. That said, we've got your back covered and an email is on the way!",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,4 out of 5,KIERAN,"LONG BEACH ISLAND, NEW JERSEY, USA",RUNNER,18-24,SLIM,,,,Great Shirt,3/25/17,I loved the style and held up just as well in Performance. Great ventilation. Feel like I definitely got my moneys worth.,,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,NG14,"CHICAGO, IL, USA",RUNNER,18-24,ATHLETIC,"color, material, weight",hole,,Hole after one wash,3/24/17,"I've used the Metal Vent Tech shirts (both long sleeve and short sleeve) before and I have loved them. I just got this one in blue and after one workout and one wash, I found a small hole on the front side. I was extremely disappointed because I've never had any problems with these shirts before. Plus, I don't have the receipt anymore, so I cannot return it and get a new one. These shirts are amazing for running and training, but I am extremely disappointed with my new one getting a hole after one wash.",25-Mar-17,"Hey NG14,
I'd love to learn more about the hole you're experiencing with your shirt so I can help turn this around. I've sent you an email to follow up so we can continue the conversation—chat soon!",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,3 out of 5,AZCATS,"PHOENIX, AZ, USA",SWEATY GENERALIST,35-44,SOLID,"style, comfort",quality,,"Great looking, poor quality",3/13/17,"I bought 2 of these shirts for my son for his birthday, because he specifically asked for them. I was a little hesitant because they are $80 a shirt, and the reviews here were spotty. Well, sure enough I bought them and after 1 washing the shirt began to run & come apart at the seams. Our cleaning lady was sure to follow the ""special instructions"" for laundering these type of clothes but still saw this happen. Luckily the good folks at the store handled the return & exchange politely and quickly without a problem. It was still disappointing to have that happen to such a relatively expensive item, and a hassle to have to drive back down to the mall.",14-Mar-17,"Hey AZCats,
Thanks for taking the time to share your feedback with us. I'm sorry to hear of the unraveling seams your son is experiencing and would love to help turn this around. Please keep your eyes peeled for a follow up email headed your way so we can continue the conversation.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,3 out of 5,DKA5053,"BOCA RATON, FL, USA",SWEATY GENERALIST,18-24,MUSCULAR,"breathable, fits nicely","poor quality, falling apart",,Poor Quality,3/10/17,"When I first bought this product I was impressed by the way it fit and thought these long sleeve shirts would soon become a staple in my wardrobe. After 2-3 wears, I started noticing holes appearing and seams unraveling. Unlike the rest of my products from Lululemon, this is a poor quality item.",11-Mar-17,"Hi dka5053,
We're sorry to hear you're experiencing holes and unraveling seams with your Metal Vent Tech Long Sleeve. We would love to get a better understanding why you may be experiencing this. We have sent you an email to have a further chat.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,ZREW15,"JOHNSON CITY, TN",YOGI,25-34,ATHLETIC,construction,"material, uncomfortable, irritating, runs big",,Shirt material is subpar from other lululemon products,2/13/17,The Metal Vent Tech Long Sleeve Tee feels quite course and is not the usual soft stretchy material like the metal vent tech line from the past. It causes my skin to feel itchy and break out. I am no happy with my choice in purchasing the metal vent tech long sleeve shirt and will only consider the 5 year line from now on.,14-Feb-17,"Hi zrew15,
Yikes, we're sorry to hear that this is going on with your long sleeve. We stand behind our gear and would love to make things right for you. Keep an eye on your inbox - I've sent you an email to follow up and help.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,5 out of 5,REALDEAL,"DETROIT, MI, USA",CYCLIST,18-24,MUSCULAR,"fit, metal, material, vent, sleeves",,,Best workout shirt!,1/22/17,the fit on these is amazing. if you have long arms then these shirts are for you.,,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,3 out of 5,GRICKAN,"ALAMEDA, CA, USA",SWEATY GENERALIST,25-34,ATHLETIC,the fit,odor,,Great fit but very smelly,1/19/17,"I love the fit of this long sleeve shirt. I have several Lululemon shirts and pants, and I really like the athletic fit to them. However, this one does not hold true to its odor-free claims. Not sure if there is something wrong with my shirt in particular. Im not an unusually sweaty person when i workout. If they can fix the smell of this shirt Id by one in every color.",20-Jan-17,"Hey Grickan,
Try adding 1 Cup of white vinegar to your bleach tray in your washing machine. We've heard that this is the best way to get rid of that smell. Let us know if you continue to experience odour issues with your favourite gear.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,SCTROJAN,,RUNNER,18-24,ATHLETIC,,,,"nice material, but very poor quality",12/21/16,"I'm a big fan of these Metal Vent Tech shirts from Lulu, but the quality of the shirts for their price is extremely terrible. I've only worn it a couple of times around the house and to the gym, nothing too excessive at all, and it's already begun pilling and the material has begun to rip.",21-Dec-16,"Hey there sctrojan,
I'm so sorry to hear of the pilling and ripped material that you've experienced with your shirt. I'd like to help you out and chat more about how to resolve this. Look for an email that will describe the next steps to take.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,JJ724,"MICHIGAN, USA",SWEATY GENERALIST,35-44,ATHLETIC,colors,fit/sizing,,too tight,12/13/16,"I have most colors of the metal vents in short sleeves and I love them....colors and the way they fit! The long sleeves though are much different in fit...they're too tight...for some reason they are much slimmer. I wear a small and when I try these on they are tighter...
I wish Lulu would make them the same specks as the short sleeves...I would love to buy these, but they are not the same as the short sleeved ones!",,,2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,1 out of 5,AMAHDI43,"MARYLAND, USA",,18-24,MUSCULAR,,"odor, sizing inconsistency",,Unfortunate let down,11/29/16,"This was my very first purchase from Lululemon. At first i loved it but unfortunately after a few washes the shirt began to come un-done and their is a terrible odor to it, does not hold true to its anti stink claim. I am very strict about following the rules for wash on the label and it didn't seem to prevent any of this. Because i loved the shirt so much and In hopes that there would be some changes made and these problems could be resolved, i bought 3 more pairs but unfortunately each one of those also resulted in the same exact problems and inconsistency in sizing. I definitely expected more from $78 shirts. Makes me very skeptical about future purchases.",30-Nov-16,"Hi Amahdi43,
Yikes, we're sorry to here that this is going on with your long sleeve. We stand behind our gear and would love to make things right for you. Keep an eye on your inbox - I've sent you an email to follow up and help.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,3 out of 5,THOMASD,,,18-24,ATHLETIC,comfort,durability,,Poor Durability,11/7/16,I purchased a metal vent tech long sleeve a few months back. I was very pleased with this shirt's comfort and feel. I washed it once and it ripped in the sleeve. I am very disappointed because I did not expect a 78 dollar shirt to rip after one wash.,9-Nov-16,"Hey ThomasD,
We hear your disappointment with the ripping you've noticed on your Metal Vent Tech Long Sleeve. An email is on the way so we can follow up and continue this conversation.
Chat with you soon.",2,1
Metal Vent Tech Long Sleeve,78,3 out of 5,2 out of 5,ROOSTER8,,,,,,quality,,Good...until it wasn't,10/19/16,"I was very excited when I bought this shirt because it seemed very comfortable and stylish - it was for the first few wears and washes. However, after about 3 wears, the seems around the neck and lower part (near waist) started to come undone. I didn't think much of it, but after a few more washes the seems continued to strip off more and more. Now I am at the point where I do not even wear the shirt because I am embarrassed of the quality.",21-Oct-16,"Hi rooster8,
We're sorry to hear the seams are coming undone on your Metal Vent Tech Long Sleeve. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. Please give our GEC a call- 1.877.263.9300 as they'll be able make some recommendations about how to proceed.",2,1
